nameLower,Month,County.Code,City.Name,PM,CN,meanAllTime,lr_op,TAVG,AWND,PRCP,T
charlotte,137,119,Charlotte,10.066666666666666,Charlotte,11.92283474776049,1,20.94,2.4,120.2,1
charlotte,138,119,Charlotte,18.875,Charlotte,11.92283474776049,1,25.74,2.1,78.8,1
charlotte,139,119,Charlotte,15.266666666666667,Charlotte,11.92283474776049,1,27.64,2.1,89.8,1
charlotte,140,119,Charlotte,13.06,Charlotte,11.92283474776049,1,26.25,2.2,131.6,1
charlotte,141,119,Charlotte,11,Charlotte,11.92283474776049,1,22.2,2.3,141,1
charlotte,142,119,Charlotte,9.066666666666666,Charlotte,11.92283474776049,1,14.9,2.8,77.3,1
charlotte,143,119,Charlotte,7.25,Charlotte,11.92283474776049,1,11.17,2.8,84.8,1
charlotte,144,119,Charlotte,8.25,Charlotte,11.92283474776049,1,8.83,2.6,86.5,1
charlotte,145,119,Charlotte,9.9,Charlotte,11.92283474776049,1,7.05,2.7,57.9,1
charlotte,146,119,Charlotte,8.633333333333333,Charlotte,11.92283474776049,1,8.29,2.8,32.9,1
charlotte,147,119,Charlotte,7.966666666666667,Charlotte,11.92283474776049,1,16.25,2.7,98.8,1
charlotte,148,119,Charlotte,13.2,Charlotte,11.92283474776049,1,16.19,2.8,42.4,1
charlotte,149,119,Charlotte,11.399999999999999,Charlotte,11.92283474776049,1,21.94,2.7,150.4,1
charlotte,150,119,Charlotte,11.1,Charlotte,11.92283474776049,1,23.73,2.4,26,1
charlotte,151,119,Charlotte,9.8,Charlotte,11.92283474776049,1,27.92,2,101.1,1
charlotte,152,119,Charlotte,8.149999999999999,Charlotte,11.92283474776049,1,25.04,2,79.3,1
charlotte,153,119,Charlotte,9.55,Charlotte,11.92283474776049,1,21.85,2.2,122.6,1
charlotte,154,119,Charlotte,4.3,Charlotte,11.92283474776049,1,15.7,2.4,30.8,1
charlotte,155,119,Charlotte,10,Charlotte,11.92283474776049,1,8.88,2.6,16.5,1
charlotte,156,119,Charlotte,10.7,Charlotte,11.92283474776049,1,9.37,2.6,97.6,1
charlotte,157,119,Charlotte,2.3,Charlotte,11.92283474776049,1,7.26,2.7,109.3,1
charlotte,158,119,Charlotte,11.92283474776049,Charlotte,11.92283474776049,1,5.95,2.9,88,1
charlotte,159,119,Charlotte,9.066666666666666,Charlotte,11.92283474776049,1,7.8,3.1,87.4,1
charlotte,160,119,Charlotte,6,Charlotte,11.92283474776049,1,15.97,3.2,116,1
charlotte,161,119,Charlotte,8.55,Charlotte,11.92283474776049,1,19.13,3,76.3,1
charlotte,162,119,Charlotte,4.5,Charlotte,11.92283474776049,1,24.63,2.9,185.6,1
charlotte,163,119,Charlotte,4.1,Charlotte,11.92283474776049,1,25.63,2.7,189.6,1
charlotte,164,119,Charlotte,8.5,Charlotte,11.92283474776049,1,24.57,2.2,45.7,1
charlotte,165,119,Charlotte,7.1,Charlotte,11.92283474776049,1,22.37,2.2,77.8,1
charlotte,166,119,Charlotte,14.5,Charlotte,11.92283474776049,1,16.9,2.2,12.2,1
charlotte,167,119,Charlotte,9,Charlotte,11.92283474776049,1,8.72,2.7,92.2,1
charlotte,168,119,Charlotte,4.45,Charlotte,11.92283474776049,1,8.05,2.5,181.2,1
charlotte,169,119,Charlotte,5.85,Charlotte,11.92283474776049,1,2,2.8,73.9,1
charlotte,170,119,Charlotte,11.100000000000001,Charlotte,11.92283474776049,1,7.47,3,101.8,1
charlotte,171,119,Charlotte,11.92283474776049,Charlotte,11.92283474776049,1,8.52,3.3,113.9,1
charlotte,172,119,Charlotte,5.533333333333333,Charlotte,11.92283474776049,1,16.27,3.4,186.5,1
charlotte,173,119,Charlotte,9.5,Charlotte,11.92283474776049,1,20.91,2.4,102.9,1
charlotte,174,119,Charlotte,9.85,Charlotte,11.92283474776049,1,25.08,2.4,72.3,1
charlotte,175,119,Charlotte,8.1,Charlotte,11.92283474776049,1,25.28,2.4,111.2,1
charlotte,176,119,Charlotte,8.2,Charlotte,11.92283474776049,1,24.64,2.2,95,1
charlotte,177,119,Charlotte,6.35,Charlotte,11.92283474776049,1,22.3,2.4,101.4,1
charlotte,178,119,Charlotte,6.1,Charlotte,11.92283474776049,1,17.22,2.7,34.2,1
charlotte,179,119,Charlotte,2.45,Charlotte,11.92283474776049,1,8.48,2.9,96.3,1
charlotte,180,119,Charlotte,5,Charlotte,11.92283474776049,1,7.65,2.2,65.3,1
charlotte,181,119,Charlotte,13.1,Charlotte,11.92283474776049,1,4.65,2.6,71.2,1
charlotte,182,119,Charlotte,10.333333333333334,Charlotte,11.92283474776049,1,3.02,3.3,76.8,1
charlotte,183,119,Charlotte,8.2,Charlotte,11.92283474776049,1,12.28,3,55.7,1
charlotte,184,119,Charlotte,9.3,Charlotte,11.92283474776049,1,16.77,3,156,1
charlotte,185,119,Charlotte,9.7,Charlotte,11.92283474776049,1,22.04,2.8,8.1,1
charlotte,186,119,Charlotte,11.600000000000001,Charlotte,11.92283474776049,1,26.71,2.6,73.7,1
charlotte,187,119,Charlotte,9.649999999999999,Charlotte,11.92283474776049,1,27.79,2.6,30.7,1
charlotte,188,119,Charlotte,10.4,Charlotte,11.92283474776049,1,26.35,2.5,97.5,1
charlotte,189,119,Charlotte,7.95,Charlotte,11.92283474776049,1,22.77,2.7,69.8,1
charlotte,190,119,Charlotte,11.633333333333333,Charlotte,11.92283474776049,1,15.77,2.8,141.6,1
charlotte,191,119,Charlotte,6.5,Charlotte,11.92283474776049,1,12.56,2.4,255,1
charlotte,192,119,Charlotte,11.3,Charlotte,11.92283474776049,1,13,2.5,221,1
charlotte,193,119,Charlotte,7.5,Charlotte,11.92283474776049,1,4.14,2.7,58,1
charlotte,194,119,Charlotte,4.1,Charlotte,11.92283474776049,1,6.98,3.4,114.3,1
charlotte,195,119,Charlotte,10.766666666666666,Charlotte,11.92283474776049,1,14.72,3.3,21.6,1
charlotte,196,119,Charlotte,12.2,Charlotte,11.92283474776049,1,16.54,3.5,51.5,1
charlotte,197,119,Charlotte,9.55,Charlotte,11.92283474776049,1,20.05,2.8,142.9,1
charlotte,198,119,Charlotte,6.3,Charlotte,11.92283474776049,1,25.78,2.9,71.8,1
charlotte,199,119,Charlotte,10.45,Charlotte,11.92283474776049,1,28.25,2.4,39.4,1
charlotte,200,119,Charlotte,8.233333333333334,Charlotte,11.92283474776049,1,28.04,2.7,47.8,1
charlotte,201,119,Charlotte,8.5,Charlotte,11.92283474776049,1,24.91,2.9,138.2,1
charlotte,202,119,Charlotte,7.5,Charlotte,11.92283474776049,1,17.91,2.8,70.6,1
charlotte,203,119,Charlotte,15.75,Charlotte,11.92283474776049,1,11.94,2.5,22.4,1
charlotte,204,119,Charlotte,12.95,Charlotte,11.92283474776049,1,7.02,2.7,74,1
cincinnati,1,61,Cincinnati,11.266666666666667,Cincinnati,14.156930244485698,0,-1.24,3.4,104.3,0
cincinnati,2,61,Cincinnati,18.85,Cincinnati,14.156930244485698,0,5.12,3.2,145.6,0
cincinnati,3,61,Cincinnati,22.2,Cincinnati,14.156930244485698,0,8.51,3,81.9,0
cincinnati,4,61,Cincinnati,10.966666666666667,Cincinnati,14.156930244485698,0,11.85,2.9,96.8,0
cincinnati,5,61,Cincinnati,21,Cincinnati,14.156930244485698,0,19.02,3,122.3,0
cincinnati,6,61,Cincinnati,15.75,Cincinnati,14.156930244485698,0,22.36,2.7,125.8,0
cincinnati,7,61,Cincinnati,21.2,Cincinnati,14.156930244485698,0,22.81,2.2,99.1,0
cincinnati,8,61,Cincinnati,16.525,Cincinnati,14.156930244485698,0,22.41,2.1,73.5,0
cincinnati,9,61,Cincinnati,10.725000000000001,Cincinnati,14.156930244485698,0,18.95,2.3,146.3,0
cincinnati,10,61,Cincinnati,25.66,Cincinnati,14.156930244485698,0,14.66,1.6,31,0
cincinnati,11,61,Cincinnati,18.55,Cincinnati,14.156930244485698,0,5.95,3.1,55.8,0
cincinnati,12,61,Cincinnati,15.175,Cincinnati,14.156930244485698,0,-3.67,3.3,80.1,0
cincinnati,13,61,Cincinnati,23.083333333333332,Cincinnati,14.156930244485698,0,-0.34,2.7,32.3,0
cincinnati,14,61,Cincinnati,18.275,Cincinnati,14.156930244485698,0,3.5,3.3,43,0
cincinnati,15,61,Cincinnati,13.533333333333333,Cincinnati,14.156930244485698,0,4.97,3.2,33.5,0
cincinnati,16,61,Cincinnati,15.5,Cincinnati,14.156930244485698,0,14.68,3.7,50.5,0
cincinnati,17,61,Cincinnati,15.66,Cincinnati,14.156930244485698,0,17.89,2.2,146,0
cincinnati,18,61,Cincinnati,22.15,Cincinnati,14.156930244485698,0,21.05,2.1,97.2,0
cincinnati,19,61,Cincinnati,16.1,Cincinnati,14.156930244485698,0,23.48,1.9,200.6,0
cincinnati,20,61,Cincinnati,25.36,Cincinnati,14.156930244485698,0,24.04,1.8,161.8,0
cincinnati,21,61,Cincinnati,20.1,Cincinnati,14.156930244485698,0,17.95,2,47.5,0
cincinnati,22,61,Cincinnati,16.16,Cincinnati,14.156930244485698,0,12.7,2.9,147.3,0
cincinnati,23,61,Cincinnati,10.233333333333333,Cincinnati,14.156930244485698,0,9.34,2.2,76.6,0
cincinnati,24,61,Cincinnati,16.68,Cincinnati,14.156930244485698,0,4.18,2.8,97.1,0
cincinnati,25,61,Cincinnati,11.25,Cincinnati,14.156930244485698,0,2.38,3,58.5,0
cincinnati,26,61,Cincinnati,11.76,Cincinnati,14.156930244485698,0,2.49,3.5,37.8,0
cincinnati,27,61,Cincinnati,12.3,Cincinnati,14.156930244485698,0,5.81,3.6,109.2,0
cincinnati,28,61,Cincinnati,16.15,Cincinnati,14.156930244485698,0,13.08,3.2,161.5,0
cincinnati,29,61,Cincinnati,14.942857142857143,Cincinnati,14.156930244485698,0,15.57,2.6,182.3,0
cincinnati,30,61,Cincinnati,20.32,Cincinnati,14.156930244485698,0,22.77,2.1,71.4,0
cincinnati,31,61,Cincinnati,24.1,Cincinnati,14.156930244485698,0,25.57,2.1,40.4,0
cincinnati,32,61,Cincinnati,22.666666666666668,Cincinnati,14.156930244485698,0,24.88,2.2,63.7,0
cincinnati,33,61,Cincinnati,19.58,Cincinnati,14.156930244485698,0,21.54,1.7,155.3,0
cincinnati,34,61,Cincinnati,13.466666666666667,Cincinnati,14.156930244485698,0,12.11,2.2,105.8,0
cincinnati,35,61,Cincinnati,8.166666666666666,Cincinnati,14.156930244485698,0,5.47,3.5,52.4,0
cincinnati,36,61,Cincinnati,17.885714285714286,Cincinnati,14.156930244485698,0,1.35,3.5,112.6,0
cincinnati,37,61,Cincinnati,17.766666666666666,Cincinnati,14.156930244485698,0,-3.86,3.5,34.9,0
cincinnati,38,61,Cincinnati,14,Cincinnati,14.156930244485698,0,-1.49,3.4,80.3,0
cincinnati,39,61,Cincinnati,16.866666666666667,Cincinnati,14.156930244485698,0,7.08,2.7,56.4,0
cincinnati,40,61,Cincinnati,14.48,Cincinnati,14.156930244485698,0,12.55,3.4,50.6,0
cincinnati,41,61,Cincinnati,17.2,Cincinnati,14.156930244485698,0,16.66,2.9,210.3,0
cincinnati,42,61,Cincinnati,21.1,Cincinnati,14.156930244485698,0,19.9,2.2,73.1,0
cincinnati,43,61,Cincinnati,21.54,Cincinnati,14.156930244485698,0,23.19,2.3,149.9,0
cincinnati,44,61,Cincinnati,26.7,Cincinnati,14.156930244485698,0,23.57,1.6,166.4,0
cincinnati,45,61,Cincinnati,13.2,Cincinnati,14.156930244485698,0,18.17,1.9,163.7,0
cincinnati,46,61,Cincinnati,11.733333333333333,Cincinnati,14.156930244485698,0,12.33,2.2,47.6,0
cincinnati,47,61,Cincinnati,17.060000000000002,Cincinnati,14.156930244485698,0,9.14,3.1,101.1,0
cincinnati,48,61,Cincinnati,8.383333333333333,Cincinnati,14.156930244485698,0,2.14,3.1,52.9,0
cincinnati,49,61,Cincinnati,8.8,Cincinnati,14.156930244485698,0,-2.01,3.8,110.2,0
cincinnati,50,61,Cincinnati,20.466666666666665,Cincinnati,14.156930244485698,0,1.39,3.1,33.1,0
cincinnati,51,61,Cincinnati,12.866666666666667,Cincinnati,14.156930244485698,0,7.74,3.1,85.1,0
cincinnati,52,61,Cincinnati,15.466666666666667,Cincinnati,14.156930244485698,0,12.21,3.4,99.9,0
cincinnati,53,61,Cincinnati,9.95,Cincinnati,14.156930244485698,0,19.83,3,150.7,0
cincinnati,54,61,Cincinnati,16.05,Cincinnati,14.156930244485698,0,21.92,2.4,48.8,0
cincinnati,55,61,Cincinnati,12.966666666666667,Cincinnati,14.156930244485698,0,23.35,2.4,183.6,0
cincinnati,56,61,Cincinnati,21.9,Cincinnati,14.156930244485698,0,21.65,2.1,56.3,0
cincinnati,57,61,Cincinnati,32.13333333333333,Cincinnati,14.156930244485698,0,19.98,1.7,46,0
cincinnati,58,61,Cincinnati,13.600000000000001,Cincinnati,14.156930244485698,0,13.46,2.1,105,0
cincinnati,59,61,Cincinnati,13.366666666666667,Cincinnati,14.156930244485698,0,8.93,2.4,111.3,0
cincinnati,60,61,Cincinnati,7.466666666666667,Cincinnati,14.156930244485698,0,1.33,3.3,79.8,0
cincinnati,61,61,Cincinnati,16.46666666666667,Cincinnati,14.156930244485698,0,1.36,3.3,147.9,0
cincinnati,62,61,Cincinnati,15.399999999999999,Cincinnati,14.156930244485698,0,3.33,2.6,43.7,0
cincinnati,63,61,Cincinnati,25.4,Cincinnati,14.156930244485698,0,4.09,3.2,102.4,0
cincinnati,64,61,Cincinnati,18.866666666666667,Cincinnati,14.156930244485698,0,13.03,3,88.9,0
cincinnati,65,61,Cincinnati,22.225,Cincinnati,14.156930244485698,0,15.41,2.2,55.9,0
cincinnati,66,61,Cincinnati,32.55,Cincinnati,14.156930244485698,0,23.27,2.1,144.6,0
cincinnati,67,61,Cincinnati,14.156930244485698,Cincinnati,14.156930244485698,0,25.06,2.2,52.3,0
cincinnati,68,61,Cincinnati,26.733333333333334,Cincinnati,14.156930244485698,0,25.21,1.9,142.1,0
cincinnati,69,61,Cincinnati,35.55,Cincinnati,14.156930244485698,0,21.35,1.5,49.9,0
cincinnati,70,61,Cincinnati,14.2,Cincinnati,14.156930244485698,0,13.69,1.8,49.8,0
